image_name,ear,label
001_glasses_sleepyCombination_1000_drowsy.jpg,0.28448872162472444,1
001_glasses_sleepyCombination_1001_drowsy.jpg,0.29779709688037337,1
001_glasses_sleepyCombination_1002_drowsy.jpg,0.29830128875394274,1
001_glasses_sleepyCombination_1003_drowsy.jpg,0.28821582445893346,1
001_glasses_sleepyCombination_1004_drowsy.jpg,0.2813074881364775,1
001_glasses_sleepyCombination_1005_drowsy.jpg,0.2844010703100006,1
001_glasses_sleepyCombination_1006_drowsy.jpg,0.2888602963561817,1
001_glasses_sleepyCombination_1007_drowsy.jpg,0.30839541371787155,1
001_glasses_sleepyCombination_1008_drowsy.jpg,0.2973734095157003,1
001_glasses_sleepyCombination_1009_drowsy.jpg,0.29051764813386904,1
001_glasses_sleepyCombination_1010_drowsy.jpg,0.32395260339702836,1
001_glasses_sleepyCombination_1011_drowsy.jpg,0.31792646477740893,1
001_glasses_sleepyCombination_1012_drowsy.jpg,0.3115667170657418,1
001_glasses_sleepyCombination_1013_drowsy.jpg,0.30259591061080066,1
001_glasses_sleepyCombination_1014_drowsy.jpg,0.3029458411912548,1
001_glasses_sleepyCombination_1015_drowsy.jpg,0.30366137118244974,1
001_glasses_sleepyCombination_1016_drowsy.jpg,0.2967108159863411,1
001_glasses_sleepyCombination_1017_drowsy.jpg,0.30504052671067383,1
001_glasses_sleepyCombination_1018_drowsy.jpg,0.29380664146983154,1
001_glasses_sleepyCombination_1019_drowsy.jpg,0.30924856553282953,1
001_glasses_sleepyCombination_1020_drowsy.jpg,0.30554735271198297,1
001_glasses_sleepyCombination_1021_drowsy.jpg,0.2953797184124556,1
001_glasses_sleepyCombination_1022_drowsy.jpg,0.3143271546091059,1
001_glasses_sleepyCombination_1023_drowsy.jpg,0.31531129294535426,1
001_glasses_sleepyCombination_1024_drowsy.jpg,0.3051172941450384,1
001_glasses_sleepyCombination_1025_drowsy.jpg,0.30742481065271104,1
001_glasses_sleepyCombination_1026_drowsy.jpg,0.30378829781059835,1
001_glasses_sleepyCombination_1027_drowsy.jpg,0.30788360206503745,1
001_glasses_sleepyCombination_1028_drowsy.jpg,0.2972301802491454,1
001_glasses_sleepyCombination_1029_drowsy.jpg,0.290126380197534,1
001_glasses_sleepyCombination_1030_drowsy.jpg,0.29025333497004907,1
001_glasses_sleepyCombination_1031_drowsy.jpg,0.3069071341627285,1
001_glasses_sleepyCombination_1032_drowsy.jpg,0.28333041330269526,1
001_glasses_sleepyCombination_1033_drowsy.jpg,0.3039491497017078,1
001_glasses_sleepyCombination_1034_drowsy.jpg,0.29801325490187014,1
001_glasses_sleepyCombination_1035_drowsy.jpg,0.30421111152234775,1
001_glasses_sleepyCombination_1036_drowsy.jpg,0.28956762607476183,1
001_glasses_sleepyCombination_1037_drowsy.jpg,0.2809903002262051,1
001_glasses_sleepyCombination_1038_drowsy.jpg,0.280040604468047,1
001_glasses_sleepyCombination_1039_drowsy.jpg,0.2792768115811288,1
001_glasses_sleepyCombination_1040_drowsy.jpg,0.2333657077115655,1
001_glasses_sleepyCombination_1041_drowsy.jpg,0.23683927097706897,1
001_glasses_sleepyCombination_1042_drowsy.jpg,0.24951831958996923,1
001_glasses_sleepyCombination_1043_drowsy.jpg,0.2650497254706988,1
001_glasses_sleepyCombination_1044_drowsy.jpg,0.25080090212121664,1
001_glasses_sleepyCombination_1045_drowsy.jpg,0.2693159668486291,1
001_glasses_sleepyCombination_1046_drowsy.jpg,0.2621770791866376,1
001_glasses_sleepyCombination_1047_drowsy.jpg,0.2856844770401484,1
001_glasses_sleepyCombination_1048_drowsy.jpg,0.28758614552959855,1
001_glasses_sleepyCombination_1049_drowsy.jpg,0.2869309436594758,1
001_glasses_sleepyCombination_1050_drowsy.jpg,0.27462754298583214,1
001_glasses_sleepyCombination_1051_drowsy.jpg,0.2688742485944616,1
001_glasses_sleepyCombination_1052_drowsy.jpg,0.2803659573458933,1
001_glasses_sleepyCombination_1053_drowsy.jpg,0.28111313643230074,1
001_glasses_sleepyCombination_1054_drowsy.jpg,0.29562921788813434,1
001_glasses_sleepyCombination_1055_drowsy.jpg,0.28646127601718163,1
001_glasses_sleepyCombination_1056_drowsy.jpg,0.30265519198925456,1
001_glasses_sleepyCombination_1057_drowsy.jpg,0.27238383497022123,1
001_glasses_sleepyCombination_1058_drowsy.jpg,0.2947741702684843,1
001_glasses_sleepyCombination_1059_drowsy.jpg,0.2771900672382489,1
001_glasses_sleepyCombination_1060_drowsy.jpg,0.2894712319509539,1
001_glasses_sleepyCombination_1061_drowsy.jpg,0.2863841106802018,1
001_glasses_sleepyCombination_1062_drowsy.jpg,0.26287553392198615,1
001_glasses_sleepyCombination_1063_drowsy.jpg,0.2884019357218044,1
001_glasses_sleepyCombination_1064_drowsy.jpg,0.26944423507422155,1
